row_index,cooks_distance,leverage,standardized_residual,communityname,state
828,0.005356868805123287,0.010226781611364814,2.6941258638913013,Wilkinsburgborough,42
1211,0.005347274109881726,0.01241304296275322,2.440499848510956,Portlandcity,41
1721,0.00532391682736697,0.012833621838522291,2.394419317163316,Tampacity,12
130,0.005227438249351851,0.009137073906089232,-2.8171611733295348,Natchezcity,28
1878,0.005156318747580905,0.014602638366179943,2.2071097460339195,Lawrencecity,25
149,0.00509301862519355,0.0034164018515372777,4.56062163729283,PlantCitycity,12
428,0.0050835837592043765,0.004422758801206708,4.002578534690006,NewBraunfelscity,48
642,0.0050556865474185265,0.004808152374605542,3.827528044067676,Saralandcity,1
1273,0.004951301360133072,0.012062104756384553,2.3827417377284883,Selmacity,1
970,0.004928128439088145,0.029413524563700368,-1.5088588358672759,Clevelandcity,39
1638,0.004912491374322376,0.03431690011184608,-1.3911636086553192,PuntaGordacity,12
1865,0.004907119519018667,0.017837366283401206,1.9449286520661349,Orlandocity,12
1759,0.004759962675110355,0.012561697667195839,2.288740779961367,Richmondcity,6
1025,0.004728153474478578,0.006553817635816637,3.1676325472995663,Greenwoodcity,45
675,0.004701543754334156,0.009812207432726469,2.5772685994483915,Youngstowncity,39
1636,0.004659112311919151,0.005168969907807708,3.5431396271692925,Gadsdencity,1
269,0.004613470800747351,0.004598440989847047,3.739140251415145,Greenfieldtown,25
841,0.004612178537596625,0.008671363908973596,2.716953418714956,SanPablocity,6
1,0.004579321967668874,0.00993228784561071,2.527972863683711,Tukwilacity,53
1767,0.004536600713606109,0.030647348183149077,1.417339029066775,Berkeleycity,6
1920,0.004519792961179446,0.015163870361482559,-2.027217018590376,SouthHoustoncity,48
399,0.004509325777845331,0.020240846659244107,1.748095485883737,Hallandalecity,12
433,0.0044157921810476595,0.0067891698149609376,-3.0073274495885434,Meridiancity,28
1842,0.004370962330872486,0.01073183221713778,-2.375049305854689,Thomasvillecity,13
499,0.004287127916141146,0.009071437154675857,2.5605329216957933,SanBernardinocity,6
1200,0.004255147230710313,0.007710670073319074,2.7688180273662484,Tallahasseecity,12
174,0.004250673787945578,0.014033566325361683,2.0447487225784977,Lynncity,25
1312,0.004176710904546589,0.016996453305116847,1.8389910498261612,Clearlakecity,6
810,0.004154919014393436,0.010294074185416025,2.3648562008333527,Palatkacity,12
727,0.00412573297213205,0.006975322376551945,-2.86755960824077,Maconcity,13
678,0.004119944842730815,0.013801667295932457,2.0301403995147367,Daniacity,12
636,0.004103571837766943,0.02575567497902729,-1.4741528369319892,Weslacocity,48
447,0.004060008180173591,0.012595649692438371,2.1108856303148795,Irvingtontownship,34
1662,0.00405587418456252,0.01251726507385631,-2.11649031774587,Natchitochescity,22
1754,0.004036240746203388,0.012441289980028589,2.117879782348027,MyrtleBeachcity,45
1358,0.003953545682423757,0.021493964610611198,-1.5873799413882825,Yeadonborough,42
1582,0.003891933950875918,0.014224089727636472,1.9432273188859706,Gallupcity,35
248,0.003822670310005464,0.008089378522377138,2.561687394080348,Spartanburgcity,45
1481,0.0038108195201859876,0.027337055134094193,-1.3777757279925864,Memphiscity,47
1295,0.0037986431749900866,0.008392892761017191,2.5066416196260985,Alexandriacity,22
